Municipio,obitos_p/Residência
430005 AGUA SANTA,18
430010 AGUDO,146
430020 AJURICABA,65
430030 ALECRIM,58
430040 ALEGRETE,748
430045 ALEGRIA,23
430047 ALMIRANTE TAMANDARE DO SUL,16
430050 ALPESTRE,56
430055 ALTO ALEGRE,7
430057 ALTO FELIZ,18
430060 ALVORADA,1556
430063 AMARAL FERRADOR,42
430064 AMETISTA DO SUL,50
430066 ANDRE DA ROCHA,9
430070 ANTA GORDA,42
430080 ANTONIO PRADO,90
430085 ARAMBARE,22
430087 ARARICA,42
430090 ARATIBA,40
430100 ARROIO DO MEIO,177
430105 ARROIO DO SAL,54
430107 ARROIO DO PADRE,22
430110 ARROIO DOS RATOS,115
430120 ARROIO DO TIGRE,107
430130 ARROIO GRANDE,178
430140 ARVOREZINHA,69
430150 AUGUSTO PESTANA,75
430155 AUREA,40
430160 BAGE,1054
430163 BALNEARIO PINHAL,135
430165 BARAO,29
430170 BARAO DE COTEGIPE,47
430175 BARAO DO TRIUNFO,47
430180 BARRACAO,35
430185 BARRA DO GUARITA,25
430187 BARRA DO QUARAI,12
430190 BARRA DO RIBEIRO,84
430192 BARRA DO RIO AZUL,16
430195 BARRA FUNDA,5
430200 BARROS CASSAL,79
430205 BENJAMIN CONSTANT DO SUL,10
430210 BENTO GONCALVES,659
430215 BOA VISTA DAS MISSOES,20
430220 BOA VISTA DO BURICA,51
430222 BOA VISTA DO CADEADO,11
430223 BOA VISTA DO INCRA,19
430225 BOA VISTA DO SUL,27
430230 BOM JESUS,36
430235 BOM PRINCIPIO,79
430237 BOM PROGRESSO,15
430240 BOM RETIRO DO SUL,89
430245 BOQUEIRAO DO LEAO,60
430250 BOSSOROCA,46
430258 BOZANO,17
430260 BRAGA,18
430265 BROCHIER,41
430270 BUTIA,167
430280 CACAPAVA DO SUL,347
430290 CACEQUI,98
430300 CACHOEIRA DO SUL,937
430310 CACHOEIRINHA,783
430320 CACIQUE DOBLE,49
430330 CAIBATE,33
430340 CAICARA,32
430350 CAMAQUA,442
430355 CAMARGO,15
430360 CAMBARA DO SUL,30
430367 CAMPESTRE DA SERRA,21
430370 CAMPINA DAS MISSOES,55
430380 CAMPINAS DO SUL,41
430390 CAMPO BOM,371
430400 CAMPO NOVO,45
430410 CAMPOS BORGES,23
430420 CANDELARIA,334
430430 CANDIDO GODOI,54
430435 CANDIOTA,46
430440 CANELA,266
430450 CANGUCU,447
430460 CANOAS,2648
430461 CANUDOS DO VALE,12
430462 CAPAO BONITO DO SUL,15
430463 CAPAO DA CANOA,322
430465 CAPAO DO CIPO,15
430466 CAPAO DO LEAO,185
430467 CAPIVARI DO SUL,24
430468 CAPELA DE SANTANA,64
430469 CAPITAO,20
430470 CARAZINHO,557
430471 CARAA,34
430480 CARLOS BARBOSA,151
430485 CARLOS GOMES,7
430490 CASCA,67
430495 CASEIROS,24
430500 CATUIPE,90
430510 CAXIAS DO SUL,2691
430511 CENTENARIO,20
430512 CERRITO,61
430513 CERRO BRANCO,46
430515 CERRO GRANDE,19
430517 CERRO GRANDE DO SUL,64
430520 CERRO LARGO,90
430530 CHAPADA,69
430535 CHARQUEADAS,234
430537 CHARRUA,25
430540 CHIAPETTA,28
430543 CHUI,17
430544 CHUVISCA,33
430545 CIDREIRA,130
430550 CIRIACO,44
430558 COLINAS,31
430560 COLORADO,26
430570 CONDOR,32
430580 CONSTANTINA,65
430583 COQUEIRO BAIXO,14
430585 COQUEIROS DO SUL,29
430587 CORONEL BARROS,26
430590 CORONEL BICACO,52
430593 CORONEL PILAR,12
430595 COTIPORA,39
430597 COXILHA,16
430600 CRISSIUMAL,130
430605 CRISTAL,68
430607 CRISTAL DO SUL,24
430610 CRUZ ALTA,531
430613 CRUZALTENSE,19
430620 CRUZEIRO DO SUL,109
430630 DAVID CANABARRO,32
430632 DERRUBADAS,18
430635 DEZESSEIS DE NOVEMBRO,26
430637 DILERMANDO DE AGUIAR,32
430640 DOIS IRMAOS,142
430642 DOIS IRMAOS DAS MISSOES,11
430645 DOIS LAJEADOS,34
430650 DOM FELICIANO,113
430655 DOM PEDRO DE ALCANTARA,23
430660 DOM PEDRITO,363
430670 DONA FRANCISCA,34
430673 DOUTOR MAURICIO CARDOSO,41
430675 DOUTOR RICARDO,19
430676 ELDORADO DO SUL,192
430680 ENCANTADO,153
430690 ENCRUZILHADA DO SUL,242
430692 ENGENHO VELHO,11
430693 ENTRE-IJUIS,82
430695 ENTRE RIOS DO SUL,23
430697 EREBANGO,28
430700 ERECHIM,637
430705 ERNESTINA,15
430710 HERVAL,58
430720 ERVAL GRANDE,48
430730 ERVAL SECO,65
430740 ESMERALDA,21
430745 ESPERANCA DO SUL,23
430750 ESPUMOSO,138
430755 ESTACAO,45
430760 ESTANCIA VELHA,243
430770 ESTEIO,532
430780 ESTRELA,251
430781 ESTRELA VELHA,23
430783 EUGENIO DE CASTRO,19
430786 FAGUNDES VARELA,17
430790 FARROUPILHA,391
430800 FAXINAL DO SOTURNO,53
430805 FAXINALZINHO,17
430807 FAZENDA VILANOVA,31
430810 FELIZ,88
430820 FLORES DA CUNHA,158
430825 FLORIANO PEIXOTO,18
430830 FONTOURA XAVIER,74
430840 FORMIGUEIRO,67
430843 FORQUETINHA,35
430845 FORTALEZA DOS VALOS,18
430850 FREDERICO WESTPHALEN,185
430860 GARIBALDI,177
430865 GARRUCHOS,12
430870 GAURAMA,50
430880 GENERAL CAMARA,67
430885 GENTIL,15
430890 GETULIO VARGAS,135
430900 GIRUA,134
430905 GLORINHA,59
430910 GRAMADO,230
430912 GRAMADO DOS LOUREIROS,12
430915 GRAMADO XAVIER,16
430920 GRAVATAI,1707
430925 GUABIJU,12
430930 GUAIBA,737
430940 GUAPORE,155
430950 GUARANI DAS MISSOES,71
430955 HARMONIA,30
430957 HERVEIRAS,16
430960 HORIZONTINA,140
430965 HULHA NEGRA,34
430970 HUMAITA,39
430975 IBARAMA,26
430980 IBIACA,50
430990 IBIRAIARAS,53
430995 IBIRAPUITA,33
431000 IBIRUBA,139
431010 IGREJINHA,209
431020 IJUI,515
431030 ILOPOLIS,25
431033 IMBE,188
431036 IMIGRANTE,34
431040 INDEPENDENCIA,59
431041 INHACORA,10
431043 IPE,42
431046 IPIRANGA DO SUL,21
431050 IRAI,68
431053 ITAARA,36
431055 ITACURUBI,24
431057 ITAPUCA,11
431060 ITAQUI,296
431065 ITATI,16
431070 ITATIBA DO SUL,30
431075 IVORA,18
431080 IVOTI,143
431085 JABOTICABA,25
431087 JACUIZINHO,19
431090 JACUTINGA,25
431100 JAGUARAO,255
431110 JAGUARI,105
431112 JAQUIRANA,34
431113 JARI,23
431115 JOIA,48
431120 JULIO DE CASTILHOS,155
431123 LAGOA BONITA DO SUL,23
431125 LAGOAO,42
431127 LAGOA DOS TRES CANTOS,14
431130 LAGOA VERMELHA,212
431140 LAJEADO,482
431142 LAJEADO DO BUGRE,21
431150 LAVRAS DO SUL,65
431160 LIBERATO SALZANO,41
431162 LINDOLFO COLLOR,32
431164 LINHA NOVA,9
431170 MACHADINHO,43
431171 MACAMBARA,16
431173 MAMPITUBA,20
431175 MANOEL VIANA,46
431177 MAQUINE,70
431179 MARATA,22
431180 MARAU,214
431190 MARCELINO RAMOS,34
431198 MARIANA PIMENTEL,34
431200 MARIANO MORO,18
431205 MARQUES DE SOUZA,57
431210 MATA,53
431213 MATO CASTELHANO,21
431215 MATO LEITAO,38
431217 MATO QUEIMADO,15
431220 MAXIMILIANO DE ALMEIDA,40
431225 MINAS DO LEAO,65
431230 MIRAGUAI,28
431235 MONTAURI,8
431237 MONTE ALEGRE DOS CAMPOS,22
431238 MONTE BELO DO SUL,20
431240 MONTENEGRO,475
431242 MORMACO,14
431244 MORRINHOS DO SUL,26
431245 MORRO REDONDO,63
431247 MORRO REUTER,34
431250 MOSTARDAS,83
431260 MUCUM,52
431261 MUITOS CAPOES,18
431262 MULITERNO,11
431265 NAO-ME-TOQUE,130
431267 NICOLAU VERGUEIRO,14
431270 NONOAI,91
431275 NOVA ALVORADA,12
431280 NOVA ARACA,21
431290 NOVA BASSANO,62
431295 NOVA BOA VISTA,13
431300 NOVA BRESCIA,34
431301 NOVA CANDELARIA,21
431303 NOVA ESPERANCA DO SUL,34
431306 NOVA HARTZ,91
431308 NOVA PADUA,10
431310 NOVA PALMA,53
431320 NOVA PETROPOLIS,149
431330 NOVA PRATA,157
431333 NOVA RAMADA,20
431335 NOVA ROMA DO SUL,25
431337 NOVA SANTA RITA,154
431339 NOVO CABRAIS,33
431340 NOVO HAMBURGO,1710
431342 NOVO MACHADO,37
431344 NOVO TIRADENTES,19
431346 NOVO XINGU,13
431349 NOVO BARREIRO,25
431350 OSORIO,357
431360 PAIM FILHO,30
431365 PALMARES DO SUL,89
431370 PALMEIRA DAS MISSOES,218
431380 PALMITINHO,52
431390 PANAMBI,246
431395 PANTANO GRANDE,100
431400 PARAI,42
431402 PARAISO DO SUL,69
431403 PARECI NOVO,31
431405 PAROBE,341
431406 PASSA SETE,36
431407 PASSO DO SOBRADO,45
431410 PASSO FUNDO,1372
431413 PAULO BENTO,15
431415 PAVERAMA,63
431417 PEDRAS ALTAS,11
431420 PEDRO OSORIO,78
431430 PEJUCARA,27
431440 PELOTAS,3203
431442 PICADA CAFE,41
431445 PINHAL,9
431446 PINHAL DA SERRA,12
431447 PINHAL GRANDE,27
431449 PINHEIRINHO DO VALE,37
431450 PINHEIRO MACHADO,149
431454 PINTO BANDEIRA,15
431455 PIRAPO,19
431460 PIRATINI,185
431470 PLANALTO,86
431475 POCO DAS ANTAS,16
431477 PONTAO,22
431478 PONTE PRETA,18
431480 PORTAO,224
431490 PORTO ALEGRE,11328
431500 PORTO LUCENA,40
431505 PORTO MAUA,23
431507 PORTO VERA CRUZ,15
431510 PORTO XAVIER,108
431513 POUSO NOVO,19
431514 PRESIDENTE LUCENA,26
431515 PROGRESSO,58
431517 PROTASIO ALVES,14
431520 PUTINGA,43
431530 QUARAI,212
431531 QUATRO IRMAOS,12
431532 QUEVEDOS,15
431535 QUINZE DE NOVEMBRO,43
431540 REDENTORA,54
431545 RELVADO,19
431550 RESTINGA SECA,133
431555 RIO DOS INDIOS,22
431560 RIO GRANDE,1771
431570 RIO PARDO,313
431575 RIOZINHO,32
431580 ROCA SALES,90
431590 RODEIO BONITO,31
431595 ROLADOR,19
431600 ROLANTE,166
431610 RONDA ALTA,63
431620 RONDINHA,48
431630 ROQUE GONZALES,62
431640 ROSARIO DO SUL,364
431642 SAGRADA FAMILIA,18
431643 SALDANHA MARINHO,27
431645 SALTO DO JACUI,84
431647 SALVADOR DAS MISSOES,19
431650 SALVADOR DO SUL,39
431660 SANANDUVA,130
431670 SANTA BARBARA DO SUL,74
431673 SANTA CECILIA DO SUL,10
431675 SANTA CLARA DO SUL,39
431680 SANTA CRUZ DO SUL,906
431690 SANTA MARIA,1962
431695 SANTA MARIA DO HERVAL,37
431697 SANTA MARGARIDA DO SUL,18
431700 SANTANA DA BOA VISTA,69
431710 SANT'ANA DO LIVRAMENTO,732
431720 SANTA ROSA,532
431725 SANTA TEREZA,18
431730 SANTA VITORIA DO PALMAR,264
431740 SANTIAGO,397
431750 SANTO ANGELO,565
431755 SANTO ANTONIO DO PALMA,16
431760 SANTO ANTONIO DA PATRULHA,313
431770 SANTO ANTONIO DAS MISSOES,91
431775 SANTO ANTONIO DO PLANALTO,16
431780 SANTO AUGUSTO,88
431790 SANTO CRISTO,101
431795 SANTO EXPEDITO DO SUL,12
431800 SAO BORJA,483
431805 SAO DOMINGOS DO SUL,17
431810 SAO FRANCISCO DE ASSIS,161
431820 SAO FRANCISCO DE PAULA,156
431830 SAO GABRIEL,509
431840 SAO JERONIMO,181
431842 SAO JOAO DA URTIGA,29
431843 SAO JOAO DO POLESINE,23
431844 SAO JORGE,19
431845 SAO JOSE DAS MISSOES,16
431846 SAO JOSE DO HERVAL,20
431848 SAO JOSE DO HORTENCIO,28
431849 SAO JOSE DO INHACORA,26
431850 SAO JOSE DO NORTE,206
431860 SAO JOSE DO OURO,57
431861 SAO JOSE DO SUL,18
431862 SAO JOSE DOS AUSENTES,19
431870 SAO LEOPOLDO,1562
431880 SAO LOURENCO DO SUL,381
431890 SAO LUIZ GONZAGA,291
431900 SAO MARCOS,143
431910 SAO MARTINHO,34
431912 SAO MARTINHO DA SERRA,21
431915 SAO MIGUEL DAS MISSOES,61
431920 SAO NICOLAU,35
431930 SAO PAULO DAS MISSOES,59
431935 SAO PEDRO DA SERRA,23
431936 SAO PEDRO DAS MISSOES,18
431937 SAO PEDRO DO BUTIA,29
431940 SAO PEDRO DO SUL,133
431950 SAO SEBASTIAO DO CAI,180
431960 SAO SEPE,210
431970 SAO VALENTIM,32
431971 SAO VALENTIM DO SUL,17
431973 SAO VALERIO DO SUL,13
431975 SAO VENDELINO,20
431980 SAO VICENTE DO SUL,74
431990 SAPIRANGA,433
432000 SAPUCAIA DO SUL,921
432010 SARANDI,122
432020 SEBERI,85
432023 SEDE NOVA,28
432026 SEGREDO,50
432030 SELBACH,34
432032 SENADOR SALGADO FILHO,27
432035 SENTINELA DO SUL,57
432040 SERAFINA CORREA,91
432045 SERIO,23
432050 SERTAO,56
432055 SERTAO SANTANA,46
432057 SETE DE SETEMBRO,14
432060 SEVERIANO DE ALMEIDA,25
432065 SILVEIRA MARTINS,24
432067 SINIMBU,76
432070 SOBRADINHO,124
432080 SOLEDADE,239
432085 TABAI,29
432090 TAPEJARA,145
432100 TAPERA,67
432110 TAPES,143
432120 TAQUARA,448
432130 TAQUARI,225
432132 TAQUARUCU DO SUL,25
432135 TAVARES,48
432140 TENENTE PORTELA,96
432143 TERRA DE AREIA,73
432145 TEUTONIA,187
432146 TIO HUGO,17
432147 TIRADENTES DO SUL,57
432149 TOROPI,25
432150 TORRES,276
432160 TRAMANDAI,392
432162 TRAVESSEIRO,21
432163 TRES ARROIOS,15
432166 TRES CACHOEIRAS,60
432170 TRES COROAS,160
432180 TRES DE MAIO,208
432183 TRES FORQUILHAS,17
432185 TRES PALMEIRAS,23
432190 TRES PASSOS,204
432195 TRINDADE DO SUL,34
432200 TRIUNFO,187
432210 TUCUNDUVA,44
432215 TUNAS,28
432218 TUPANCI DO SUL,10
432220 TUPANCIRETA,154
432225 TUPANDI,19
432230 TUPARENDI,79
432232 TURUCU,23
432234 UBIRETAMA,18
432235 UNIAO DA SERRA,13
432237 UNISTALDA,18
432240 URUGUAIANA,921
432250 VACARIA,524
432252 VALE VERDE,35
432253 VALE DO SOL,98
432254 VALE REAL,25
432255 VANINI,11
432260 VENANCIO AIRES,490
432270 VERA CRUZ,199
432280 VERANOPOLIS,179
432285 VESPASIANO CORREA,17
432290 VIADUTOS,34
432300 VIAMAO,1774
432310 VICENTE DUTRA,38
432320 VICTOR GRAEFF,21
432330 VILA FLORES,24
432335 VILA LANGARO,13
432340 VILA MARIA,40
432345 VILA NOVA DO SUL,21
432350 VISTA ALEGRE,14
432360 VISTA ALEGRE DO PRATA,4
432370 VISTA GAUCHA,21
432375 VITORIA DAS MISSOES,27
432377 WESTFALIA,24
432380 XANGRI-LA,73
500020 AGUA CLARA,62
500025 ALCINOPOLIS,18
500060 AMAMBAI,262
500070 ANASTACIO,167
500080 ANAURILANDIA,52
500085 ANGELICA,65
500090 ANTONIO JOAO,62
500100 APARECIDA DO TABOADO,175
500110 AQUIDAUANA,329
500124 ARAL MOREIRA,50
500150 BANDEIRANTES,38
500190 BATAGUASSU,108
500200 BATAYPORA,83
500210 BELA VISTA,146
500215 BODOQUENA,50
500220 BONITO,86
500230 BRASILANDIA,70
500240 CAARAPO,147
500260 CAMAPUA,87
500270 CAMPO GRANDE,5018
500280 CARACOL,31
500290 CASSILANDIA,153
500295 CHAPADAO DO SUL,82
500310 CORGUINHO,21
500315 CORONEL SAPUCAIA,108
500320 CORUMBA,671
500325 COSTA RICA,109
500330 COXIM,242
500345 DEODAPOLIS,72
500348 DOIS IRMAOS DO BURITI,51
500350 DOURADINA,39
500370 DOURADOS,1285
500375 ELDORADO,72
500380 FATIMA DO SUL,154
500390 FIGUEIRAO,18
500400 GLORIA DE DOURADOS,63
500410 GUIA LOPES DA LAGUNA,86
500430 IGUATEMI,84
500440 INOCENCIA,40
500450 ITAPORA,93
500460 ITAQUIRAI,102
500470 IVINHEMA,154
500480 JAPORA,46
500490 JARAGUARI,29
500500 JARDIM,170
500510 JATEI,18
500515 JUTI,55
500520 LADARIO,121
500525 LAGUNA CARAPA,21
500540 MARACAJU,201
500560 MIRANDA,135
500568 MUNDO NOVO,125
500570 NAVIRAI,277
500580 NIOAQUE,77
500600 NOVA ALVORADA DO SUL,94
500620 NOVA ANDRADINA,269
500625 NOVO HORIZONTE DO SUL,21
500627 PARAISO DAS AGUAS,11
500630 PARANAIBA,322
500635 PARANHOS,74
500640 PEDRO GOMES,47
500660 PONTA PORA,545
500690 PORTO MURTINHO,70
500710 RIBAS DO RIO PARDO,92
500720 RIO BRILHANTE,151
500730 RIO NEGRO,36
500740 RIO VERDE DE MATO GROSSO,144
500750 ROCHEDO,13
500755 SANTA RITA DO PARDO,38
500769 SAO GABRIEL DO OESTE,102
500770 SETE QUEDAS,80
500780 SELVIRIA,39
500790 SIDROLANDIA,249
500793 SONORA,61
500795 TACURU,64
500797 TAQUARUSSU,19
500800 TERENOS,85
500830 TRES LAGOAS,689
500840 VICENTINA,57
510010 ACORIZAL,32
510020 AGUA BOA,106
510025 ALTA FLORESTA,318
510030 ALTO ARAGUAIA,110
510035 ALTO BOA VISTA,27
510040 ALTO GARCAS,51
510050 ALTO PARAGUAI,43
510060 ALTO TAQUARI,28
510080 APIACAS,36
510100 ARAGUAIANA,17
510120 ARAGUAINHA,5
510125 ARAPUTANGA,90
510130 ARENAPOLIS,59
510140 ARIPUANA,80
510160 BARAO DE MELGACO,28
510170 BARRA DO BUGRES,182
510180 BARRA DO GARCAS,388
510185 BOM JESUS DO ARAGUAIA,42
510190 BRASNORTE,76
510250 CACERES,609
510260 CAMPINAPOLIS,85
510263 CAMPO NOVO DO PARECIS,111
510267 CAMPO VERDE,192
510268 CAMPOS DE JULIO,21
510269 CANABRAVA DO NORTE,12
510270 CANARANA,99
510279 CARLINDA,54
510285 CASTANHEIRA,28
510300 CHAPADA DOS GUIMARAES,92
510305 CLAUDIA,40
510310 COCALINHO,25
510320 COLIDER,176
510325 COLNIZA,99
510330 COMODORO,117
510335 CONFRESA,88
510336 CONQUISTA D'OESTE,13
510337 COTRIGUACU,44
510340 CUIABA,3433
510343 CURVELANDIA,27
510345 DENISE,42
510350 DIAMANTINO,112
510360 DOM AQUINO,63
510370 FELIZ NATAL,30
510380 FIGUEIROPOLIS D'OESTE,21
510385 GAUCHA DO NORTE,27
510390 GENERAL CARNEIRO,35
510395 GLORIA D'OESTE,24
510410 GUARANTA DO NORTE,162
510420 GUIRATINGA,91
510450 INDIAVAI,15
510452 IPIRANGA DO NORTE,19
510454 ITANHANGA,21
510455 ITAUBA,26
510460 ITIQUIRA,43
510480 JACIARA,162
510490 JANGADA,60
510500 JAURU,55
510510 JUARA,160
510515 JUINA,220
510517 JURUENA,35
510520 JUSCIMEIRA,71
510523 LAMBARI D'OESTE,32
510525 LUCAS DO RIO VERDE,173
510530 LUCIARA,5
510550 VILA BELA DA SANTISSIMA TRINDADE,55
510558 MARCELANDIA,39
510560 MATUPA,81
510562 MIRASSOL D'OESTE,153
510590 NOBRES,100
510600 NORTELANDIA,60
510610 NOSSA SENHORA DO LIVRAMENTO,57
510615 NOVA BANDEIRANTES,58
510617 NOVA NAZARE,17
510618 NOVA LACERDA,25
510619 NOVA SANTA HELENA,23
510620 NOVA BRASILANDIA,36
510621 NOVA CANAA DO NORTE,49
510622 NOVA MUTUM,119
510623 NOVA OLIMPIA,79
510624 NOVA UBIRATA,37
510625 NOVA XAVANTINA,116
510626 NOVO MUNDO,26
510627 NOVO HORIZONTE DO NORTE,15
510628 NOVO SAO JOAQUIM,34
510629 PARANAITA,53
510630 PARANATINGA,110
510631 NOVO SANTO ANTONIO,9
510637 PEDRA PRETA,105
510642 PEIXOTO DE AZEVEDO,191
510645 PLANALTO DA SERRA,16
510650 POCONE,213
510665 PONTAL DO ARAGUAIA,17
510670 PONTE BRANCA,12
510675 PONTES E LACERDA,183
510677 PORTO ALEGRE DO NORTE,42
510680 PORTO DOS GAUCHOS,32
510682 PORTO ESPERIDIAO,65
510685 PORTO ESTRELA,25
510700 POXOREO,131
510704 PRIMAVERA DO LESTE,262
510706 QUERENCIA,43
510710 SAO JOSE DOS QUATRO MARCOS,115
510715 RESERVA DO CABACAL,17
510718 RIBEIRAO CASCALHEIRA,47
510719 RIBEIRAOZINHO,11
510720 RIO BRANCO,26
510724 SANTA CARMEM,21
510726 SANTO AFONSO,22
510729 SAO JOSE DO POVO,20
510730 SAO JOSE DO RIO CLARO,93
510735 SAO JOSE DO XINGU,21
510740 SAO PEDRO DA CIPA,25
510757 RONDOLANDIA,13
510760 RONDONOPOLIS,1366
510770 ROSARIO OESTE,120
510774 SANTA CRUZ DO XINGU,7
510775 SALTO DO CEU,29
510776 SANTA RITA DO TRIVELATO,12
510777 SANTA TEREZINHA,26
510779 SANTO ANTONIO DO LESTE,12
510780 SANTO ANTONIO DO LEVERGER,121
510785 SAO FELIX DO ARAGUAIA,40
510787 SAPEZAL,58
510788 SERRA NOVA DOURADA,7
510790 SINOP,574
510792 SORRISO,321
510794 TABAPORA,34
510795 TANGARA DA SERRA,478
510800 TAPURAH,43
510805 TERRA NOVA DO NORTE,62
510810 TESOURO,17
510820 TORIXOREU,21
510830 UNIAO DO SUL,14
510835 VALE DE SAO DOMINGOS,12
510840 VARZEA GRANDE,1579
510850 VERA,49
510860 VILA RICA,85
510880 NOVA GUARITA,27
510885 NOVA MARILANDIA,15
510890 NOVA MARINGA,20
510895 NOVA MONTE VERDE,29
520005 ABADIA DE GOIAS,60
520010 ABADIANIA,78
520013 ACREUNA,144
520015 ADELANDIA,18
520017 AGUA FRIA DE GOIAS,20
520020 AGUA LIMPA,9
520025 AGUAS LINDAS DE GOIAS,639
520030 ALEXANIA,187
520050 ALOANDIA,14
520055 ALTO HORIZONTE,32
520060 ALTO PARAISO DE GOIAS,28
520080 ALVORADA DO NORTE,64
520082 AMARALINA,11
520085 AMERICANO DO BRASIL,37
520090 AMORINOPOLIS,23
520110 ANAPOLIS,2487
520120 ANHANGUERA,7
520130 ANICUNS,120
520140 APARECIDA DE GOIANIA,2537
520145 APARECIDA DO RIO DOCE,8
520150 APORE,29
520160 ARACU,33
520170 ARAGARCAS,136
520180 ARAGOIANIA,63
520215 ARAGUAPAZ,62
520235 ARENOPOLIS,19
520250 ARUANA,43
520260 AURILANDIA,35
520280 AVELINOPOLIS,23
520310 BALIZA,17
520320 BARRO ALTO,51
520330 BELA VISTA DE GOIAS,188
520340 BOM JARDIM DE GOIAS,69
520350 BOM JESUS DE GOIAS,150
520355 BONFINOPOLIS,58
520357 BONOPOLIS,11
520360 BRAZABRANTES,18
520380 BRITANIA,34
520390 BURITI ALEGRE,76
520393 BURITI DE GOIAS,19
520396 BURITINOPOLIS,28
520400 CABECEIRAS,33
520410 CACHOEIRA ALTA,67
520420 CACHOEIRA DE GOIAS,7
520425 CACHOEIRA DOURADA,66
520430 CACU,86
520440 CAIAPONIA,114
520450 CALDAS NOVAS,450
520455 CALDAZINHA,20
520460 CAMPESTRE DE GOIAS,23
520465 CAMPINACU,23
520470 CAMPINORTE,69
520480 CAMPO ALEGRE DE GOIAS,21
520485 CAMPO LIMPO DE GOIAS,37
520490 CAMPOS BELOS,125
520495 CAMPOS VERDES,42
520500 CARMO DO RIO VERDE,67
520505 CASTELANDIA,32
520510 CATALAO,594
520520 CATURAI,31
520530 CAVALCANTE,51
520540 CERES,133
520545 CEZARINA,62
520547 CHAPADAO DO CEU,33
520549 CIDADE OCIDENTAL,245
520551 COCALZINHO DE GOIAS,108
520552 COLINAS DO SUL,24
520570 CORREGO DO OURO,14
520580 CORUMBA DE GOIAS,64
520590 CORUMBAIBA,70
520620 CRISTALINA,226
520630 CRISTIANOPOLIS,17
520640 CRIXAS,102
520650 CROMINIA,26
520660 CUMARI,24
520670 DAMIANOPOLIS,22
520680 DAMOLANDIA,21
520690 DAVINOPOLIS,14
520710 DIORAMA,13
520725 DOVERLANDIA,41
520735 EDEALINA,29
520740 EDEIA,68
520750 ESTRELA DO NORTE,30
520753 FAINA,37
520760 FAZENDA NOVA,41
520780 FIRMINOPOLIS,84
520790 FLORES DE GOIAS,50
520800 FORMOSA,607
520810 FORMOSO,22
520815 GAMELEIRA DE GOIAS,13
520830 DIVINOPOLIS DE GOIAS,33
520840 GOIANAPOLIS,71
520850 GOIANDIRA,43
520860 GOIANESIA,450
520870 GOIANIA,8777
520880 GOIANIRA,234
520890 GOIAS,180
520910 GOIATUBA,258
520915 GOUVELANDIA,23
520920 GUAPO,111
520929 GUARAITA,18
520940 GUARANI DE GOIAS,22
520945 GUARINOS,15
520960 HEITORAI,18
520970 HIDROLANDIA,104
520980 HIDROLINA,24
520990 IACIARA,57
520993 INACIOLANDIA,29
520995 INDIARA,72
521000 INHUMAS,399
521010 IPAMERI,203
521015 IPIRANGA DE GOIAS,14
521020 IPORA,254
521030 ISRAELANDIA,22
521040 ITABERAI,256
521056 ITAGUARI,31
521060 ITAGUARU,45
521080 ITAJA,31
521090 ITAPACI,116
521100 ITAPIRAPUA,61
521120 ITAPURANGA,208
521130 ITARUMA,32
521140 ITAUCU,57
521150 ITUMBIARA,786
521160 IVOLANDIA,14
521170 JANDAIA,51
521180 JARAGUA,272
521190 JATAI,586
521200 JAUPACI,28
521205 JESUPOLIS,10
521210 JOVIANIA,45
521220 JUSSARA,152
521225 LAGOA SANTA,4
521230 LEOPOLDO DE BULHOES,45
521250 LUZIANIA,1002
521260 MAIRIPOTABA,11
521270 MAMBAI,48
521280 MARA ROSA,70
521290 MARZAGAO,16
521295 MATRINCHA,38
521300 MAURILANDIA,71
521305 MIMOSO DE GOIAS,5
521308 MINACU,178
521310 MINEIROS,328
521340 MOIPORA,7
521350 MONTE ALEGRE DE GOIAS,46
521370 MONTES CLAROS DE GOIAS,52
521375 MONTIVIDIU,49
521377 MONTIVIDIU DO NORTE,21
521380 MORRINHOS,326
521385 MORRO AGUDO DE GOIAS,25
521390 MOSSAMEDES,33
521400 MOZARLANDIA,91
521405 MUNDO NOVO,44
521410 MUTUNOPOLIS,19
521440 NAZARIO,61
521450 NEROPOLIS,189
521460 NIQUELANDIA,213
521470 NOVA AMERICA,24
521480 NOVA AURORA,18
521483 NOVA CRIXAS,59
521486 NOVA GLORIA,55
521487 NOVA IGUACU DE GOIAS,20
521490 NOVA ROMA,19
521500 NOVA VENEZA,62
521520 NOVO BRASIL,39
521523 NOVO GAMA,445
521525 NOVO PLANALTO,16
521530 ORIZONA,97
521540 OURO VERDE DE GOIAS,20
521550 OUVIDOR,51
521560 PADRE BERNARDO,141
521565 PALESTINA DE GOIAS,17
521570 PALMEIRAS DE GOIAS,166
521580 PALMELO,24
521590 PALMINOPOLIS,30
521600 PANAMA,12
521630 PARANAIGUARA,86
521640 PARAUNA,81
521645 PEROLANDIA,11
521680 PETROLINA DE GOIAS,79
521690 PILAR DE GOIAS,17
521710 PIRACANJUBA,203
521720 PIRANHAS,94
521730 PIRENOPOLIS,191
521740 PIRES DO RIO,203
521760 PLANALTINA,501
521770 PONTALINA,155
521800 PORANGATU,267
521805 PORTEIRAO,18
521810 PORTELANDIA,19
521830 POSSE,172
521839 PROFESSOR JAMIL,23
521850 QUIRINOPOLIS,333
521860 RIALMA,91
521870 RIANAPOLIS,41
521878 RIO QUENTE,25
521880 RIO VERDE,1046
521890 RUBIATABA,137
